Info 0    [15:50:23.307] Starting TS Server
Info 665  [16:57:01.633] Different program with same set of files
Info 666  [16:57:02.172] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 667  [16:57:02.175] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 191 structureChanged: false structureIsReused:: Completely Elapsed: 3.185793999582529ms
Info 668  [16:57:02.175] Different program with same set of files
Info 669  [16:57:02.251] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 670  [16:57:02.254] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 192 structureChanged: false structureIsReused:: Completely Elapsed: 3.2871229983866215ms
Info 671  [16:57:02.254] Different program with same set of files
Info 672  [16:57:02.386] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 673  [16:57:02.390] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 193 structureChanged: false structureIsReused:: Completely Elapsed: 3.3854329995810986ms
Info 674  [16:57:02.390] Different program with same set of files
Info 675  [16:57:02.484] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 676  [16:57:02.487] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 194 structureChanged: false structureIsReused:: Completely Elapsed: 3.1644909977912903ms
Info 677  [16:57:02.487] Different program with same set of files
Info 678  [16:57:02.782] getCompletionData: Get current token: 0.020711999386548996
Info 679  [16:57:02.782] getCompletionData: Is inside comment: 0.03685300052165985
Info 680  [16:57:02.782] getCompletionData: Get previous token: 0.058274999260902405
Info 681  [16:57:02.783] getCompletionsAtPosition: isCompletionListBlocker: 0.023132000118494034
Info 682  [16:57:02.787] getExportInfoMap: cache hit
Info 683  [16:57:02.787] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 684  [16:57:02.787] collectAutoImports: response is complete
Info 685  [16:57:02.787] collectAutoImports: 0.13026300072669983
Info 686  [16:57:02.787] getCompletionData: Semantic work: 4.303249999880791
Info 687  [16:57:02.804] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 17.441373001784086
Info 688  [16:57:04.708] Format host information updated
Info 689  [16:57:04.709] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 690  [16:57:04.713] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 195 structureChanged: false structureIsReused:: Completely Elapsed: 4.512731000781059ms
Info 691  [16:57:04.714] Different program with same set of files
Info 692  [16:57:04.714] getCompletionData: Get current token: 0.03229299932718277
Info 693  [16:57:04.714] getCompletionData: Is inside comment: 0.009390998631715775
Info 694  [16:57:04.714] getCompletionData: Get previous token: 0.10808099806308746
Info 695  [16:57:04.714] getCompletionsAtPosition: isCompletionListBlocker: 0.03254299983382225
Info 696  [16:57:04.719] getCompletionData: Semantic work: 4.925760000944138
Info 697  [16:57:04.730] Format host information updated
Info 698  [16:57:04.730] Format host information updated
Info 699  [16:57:04.730] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 700  [16:57:04.732] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 196 structureChanged: false structureIsReused:: Completely Elapsed: 2.164716999977827ms
Info 701  [16:57:04.733] Different program with same set of files
Info 702  [16:57:04.733] getCompletionData: Get current token: 0.01864200085401535
Info 703  [16:57:04.733] getCompletionData: Is inside comment: 0.0043800026178359985
Info 704  [16:57:04.733] getCompletionData: Get previous token: 0.05807599797844887
Info 705  [16:57:04.733] getCompletionsAtPosition: isCompletionListBlocker: 0.015220999717712402
Info 706  [16:57:04.734] getCompletionData: Semantic work: 1.6022720001637936
Info 707  [16:57:04.736] getCompletionData: Get current token: 0.023752998560667038
Info 708  [16:57:04.736] getCompletionData: Is inside comment: 0.006880998611450195
Info 709  [16:57:04.737] getCompletionData: Get previous token: 0.07549700140953064
Info 710  [16:57:04.737] getCompletionsAtPosition: isCompletionListBlocker: 0.013452000916004181
Info 711  [16:57:04.739] getCompletionData: Semantic work: 2.717629000544548
Info 712  [16:57:04.897] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 713  [16:57:04.901] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 197 structureChanged: false structureIsReused:: Completely Elapsed: 3.791762001812458ms
Info 714  [16:57:04.901] Different program with same set of files
Info 715  [16:57:05.194] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 716  [16:57:05.197] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 198 structureChanged: false structureIsReused:: Completely Elapsed: 2.4407730028033257ms
Info 717  [16:57:05.197] Different program with same set of files
Info 718  [16:57:05.246] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 719  [16:57:05.251] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 199 structureChanged: false structureIsReused:: Completely Elapsed: 4.3106209971010685ms
Info 720  [16:57:05.251] Different program with same set of files
Info 721  [16:57:05.546] getCompletionData: Get current token: 0.01814199984073639
Info 722  [16:57:05.546] getCompletionData: Is inside comment: 0.05794600024819374
Info 723  [16:57:05.546] getCompletionData: Get previous token: 0.08338799700140953
Info 724  [16:57:05.547] getCompletionsAtPosition: isCompletionListBlocker: 0.02238300070166588
Info 725  [16:57:05.548] getCompletionData: Semantic work: 1.4949930012226105
Info 726  [16:57:05.549] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 1.1703919991850853
Info 727  [16:57:05.813] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 728  [16:57:05.816] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 200 structureChanged: false structureIsReused:: Completely Elapsed: 3.2769929990172386ms
Info 729  [16:57:05.816] Different program with same set of files
Info 730  [16:57:05.895] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 731  [16:57:05.898] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 201 structureChanged: false structureIsReused:: Completely Elapsed: 2.644402001053095ms
Info 732  [16:57:05.898] Different program with same set of files
Info 733  [16:57:07.756] Format host information updated
Info 734  [16:57:07.756] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 735  [16:57:07.762] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 202 structureChanged: false structureIsReused:: Completely Elapsed: 5.37899199873209ms
Info 736  [16:57:07.762] Different program with same set of files
Info 737  [16:57:07.762] getCompletionData: Get current token: 0.02594200149178505
Info 738  [16:57:07.762] getCompletionData: Is inside comment: 0.005931001156568527
Info 739  [16:57:07.762] getCompletionData: Get previous token: 0.06173600256443024
Info 740  [16:57:07.762] getCompletionsAtPosition: isCompletionListBlocker: 0.003401000052690506
Info 741  [16:57:07.762] getCompletionData: Semantic work: 0.41095899790525436
Info 742  [16:57:07.772] Format host information updated
Info 743  [16:57:07.772] Format host information updated
Info 744  [16:57:07.773] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 745  [16:57:07.778] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 203 structureChanged: false structureIsReused:: Completely Elapsed: 5.60300400108099ms
Info 746  [16:57:07.778] Different program with same set of files
Info 747  [16:57:07.779] getCompletionData: Get current token: 0.03650299832224846
Info 748  [16:57:07.779] getCompletionData: Is inside comment: 0.007790997624397278
Info 749  [16:57:07.779] getCompletionData: Get previous token: 0.09488900005817413
Info 750  [16:57:07.779] getCompletionsAtPosition: isCompletionListBlocker: 0.004930000752210617
Info 751  [16:57:07.780] getCompletionData: Semantic work: 0.6578520014882088
Info 752  [16:57:07.784] getCompletionData: Get current token: 0.029131997376680374
Info 753  [16:57:07.784] getCompletionData: Is inside comment: 0.004940003156661987
Info 754  [16:57:07.784] getCompletionData: Get previous token: 0.09442900121212006
Info 755  [16:57:07.785] getCompletionsAtPosition: isCompletionListBlocker: 0.004949998110532761
Info 756  [16:57:07.785] getCompletionData: Semantic work: 0.14449400082230568
Info 757  [16:57:09.161] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 758  [16:57:09.166] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 204 structureChanged: false structureIsReused:: Completely Elapsed: 4.930929999798536ms
Info 759  [16:57:09.166] Different program with same set of files
Info 760  [16:57:09.256] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 761  [16:57:09.259] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 205 structureChanged: false structureIsReused:: Completely Elapsed: 2.8018270023167133ms
Info 762  [16:57:09.259] Different program with same set of files
Info 763  [16:57:09.422] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 764  [16:57:09.427] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 206 structureChanged: false structureIsReused:: Completely Elapsed: 4.657834000885487ms
Info 765  [16:57:09.427] Different program with same set of files
Info 766  [16:57:09.486] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 767  [16:57:09.491] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 207 structureChanged: false structureIsReused:: Completely Elapsed: 4.326262000948191ms
Info 768  [16:57:09.491] Different program with same set of files
Info 769  [16:57:09.793] getCompletionData: Get current token: 0.024452999234199524
Info 770  [16:57:09.793] getCompletionData: Is inside comment: 0.004481002688407898
Info 771  [16:57:09.793] getCompletionData: Get previous token: 0.06141600012779236
Info 772  [16:57:09.793] getCompletionsAtPosition: isCompletionListBlocker: 0.08170799911022186
Info 773  [16:57:09.796] getExportInfoMap: cache hit
Info 774  [16:57:09.796] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 775  [16:57:09.796] collectAutoImports: response is complete
Info 776  [16:57:09.796] collectAutoImports: 0.09835900366306305
Info 777  [16:57:09.796] getCompletionData: Semantic work: 2.760343000292778
Info 778  [16:57:09.807] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 10.838383000344038
Info 779  [16:57:10.162] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 780  [16:57:10.165] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 208 structureChanged: false structureIsReused:: Completely Elapsed: 2.5566940009593964ms
Info 781  [16:57:10.165] Different program with same set of files
Info 782  [16:57:10.981] Format host information updated
Info 783  [17:05:51.366] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 784  [17:05:51.369] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 209 structureChanged: false structureIsReused:: Completely Elapsed: 2.86999099701643ms
Info 785  [17:05:51.369] Different program with same set of files
Info 786  [17:05:51.811] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 787  [17:05:51.814] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 210 structureChanged: false structureIsReused:: Completely Elapsed: 2.6531119979918003ms
Info 788  [17:05:51.814] Different program with same set of files
Info 789  [17:06:02.063] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 790  [17:06:02.067] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 211 structureChanged: false structureIsReused:: Completely Elapsed: 3.589896999299526ms
Info 791  [17:06:02.067] Different program with same set of files
Info 792  [17:06:03.260] Format host information updated
Info 793  [17:06:03.308] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 794  [17:06:03.312] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 212 structureChanged: false structureIsReused:: Completely Elapsed: 4.344014998525381ms
Info 795  [17:06:03.312] Different program with same set of files
Info 796  [17:06:11.018] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 797  [17:06:11.021] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 213 structureChanged: false structureIsReused:: Completely Elapsed: 3.152656000107527ms
Info 798  [17:06:11.021] Different program with same set of files
Info 799  [17:06:11.754] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 800  [17:06:11.759] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 214 structureChanged: false structureIsReused:: Completely Elapsed: 4.5222610011696815ms
Info 801  [17:06:11.759] Different program with same set of files
Info 802  [17:06:11.853] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 803  [17:06:11.858] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 215 structureChanged: false structureIsReused:: Completely Elapsed: 5.556144997477531ms
Info 804  [17:06:11.858] Different program with same set of files
Info 805  [17:06:11.937] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 806  [17:06:11.942] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 216 structureChanged: false structureIsReused:: Completely Elapsed: 4.822328999638557ms
Info 807  [17:06:11.942] Different program with same set of files
Info 808  [17:06:12.015] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 809  [17:06:12.019] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 217 structureChanged: false structureIsReused:: Completely Elapsed: 3.793614000082016ms
Info 810  [17:06:12.019] Different program with same set of files
Info 811  [17:06:12.164] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 812  [17:06:12.168] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 218 structureChanged: false structureIsReused:: Completely Elapsed: 3.8308180011808872ms
Info 813  [17:06:12.168] Different program with same set of files
Info 814  [17:06:12.252] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 815  [17:06:12.257] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 219 structureChanged: false structureIsReused:: Completely Elapsed: 5.000873997807503ms
Info 816  [17:06:12.257] Different program with same set of files
Info 817  [17:06:12.555] getCompletionData: Get current token: 0.0484049990773201
Info 818  [17:06:12.555] getCompletionData: Is inside comment: 0.14875400066375732
Info 819  [17:06:12.556] getCompletionData: Get previous token: 0.1710059978067875
Info 820  [17:06:12.556] getCompletionsAtPosition: isCompletionListBlocker: 0.006129998713731766
Info 821  [17:06:12.556] getCompletionData: Semantic work: 0.5611210018396378
Info 822  [17:06:12.557] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.6060150004923344
Info 823  [17:06:12.636] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 824  [17:06:12.639] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 220 structureChanged: false structureIsReused:: Completely Elapsed: 3.2402650006115437ms
Info 825  [17:06:12.639] Different program with same set of files
Info 826  [17:06:12.714] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 827  [17:06:12.719] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 221 structureChanged: false structureIsReused:: Completely Elapsed: 5.034428000450134ms
Info 828  [17:06:12.719] Different program with same set of files
Info 829  [17:06:13.039] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 830  [17:06:13.042] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 222 structureChanged: false structureIsReused:: Completely Elapsed: 2.6363589987158775ms
Info 831  [17:06:13.042] Different program with same set of files
Info 832  [17:06:13.106] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 833  [17:06:13.108] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 223 structureChanged: false structureIsReused:: Completely Elapsed: 2.4980769976973534ms
Info 834  [17:06:13.108] Different program with same set of files
Info 835  [17:06:14.003] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 836  [17:06:14.005] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 224 structureChanged: false structureIsReused:: Completely Elapsed: 2.2840370014309883ms
Info 837  [17:06:14.005] Different program with same set of files
Info 838  [17:06:15.382] Format host information updated
Info 839  [17:06:15.951] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 840  [17:06:15.953] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 225 structureChanged: false structureIsReused:: Completely Elapsed: 2.3413430005311966ms
Info 841  [17:06:15.953] Different program with same set of files
Info 842  [17:06:16.104] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 843  [17:06:16.106] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 226 structureChanged: false structureIsReused:: Completely Elapsed: 2.3053800016641617ms
Info 844  [17:06:16.106] Different program with same set of files
Info 845  [17:06:16.305] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 846  [17:06:16.308] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 227 structureChanged: false structureIsReused:: Completely Elapsed: 2.422429997473955ms
Info 847  [17:06:16.308] Different program with same set of files
Info 848  [17:06:16.483] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 849  [17:06:16.485] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 228 structureChanged: false structureIsReused:: Completely Elapsed: 2.4338210001587868ms
Info 850  [17:06:16.485] Different program with same set of files
Info 851  [17:06:16.640] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 852  [17:06:16.643] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 229 structureChanged: false structureIsReused:: Completely Elapsed: 3.268436998128891ms
Info 853  [17:06:16.643] Different program with same set of files
Info 854  [17:06:16.795] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 855  [17:06:16.799] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 230 structureChanged: false structureIsReused:: Completely Elapsed: 3.7538410015404224ms
Info 856  [17:06:16.799] Different program with same set of files
Info 857  [17:06:17.210] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 858  [17:06:17.212] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 231 structureChanged: false structureIsReused:: Completely Elapsed: 2.046585999429226ms
Info 859  [17:06:17.212] Different program with same set of files
Info 860  [17:06:17.657] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 861  [17:06:17.660] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 232 structureChanged: false structureIsReused:: Completely Elapsed: 2.2085810005664825ms
Info 862  [17:06:17.660] Different program with same set of files
Info 863  [17:06:18.116] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 864  [17:06:18.120] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 233 structureChanged: false structureIsReused:: Completely Elapsed: 3.8530500009655952ms
Info 865  [17:06:18.120] Different program with same set of files
Info 866  [17:06:20.342] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 867  [17:06:20.344] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 234 structureChanged: false structureIsReused:: Completely Elapsed: 2.403778001666069ms
Info 868  [17:06:20.344] Different program with same set of files
Info 869  [17:06:20.948] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 870  [17:06:20.954] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 235 structureChanged: false structureIsReused:: Completely Elapsed: 5.320133000612259ms
Info 871  [17:06:20.954] Different program with same set of files
Info 872  [17:06:21.485] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 873  [17:06:21.490] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 236 structureChanged: false structureIsReused:: Completely Elapsed: 4.783064000308514ms
Info 874  [17:06:21.490] Different program with same set of files
Info 875  [17:06:22.565] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 876  [17:06:22.568] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 237 structureChanged: false structureIsReused:: Completely Elapsed: 3.3040299974381924ms
Info 877  [17:06:22.568] Different program with same set of files
Info 878  [17:06:29.398] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 879  [17:06:29.402] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 238 structureChanged: false structureIsReused:: Completely Elapsed: 3.6503610014915466ms
Info 880  [17:06:29.402] Different program with same set of files
Info 881  [17:06:30.153] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 882  [17:06:30.158] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 239 structureChanged: false structureIsReused:: Completely Elapsed: 4.481417000293732ms
Info 883  [17:06:30.158] Different program with same set of files
Info 884  [17:06:30.323] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 885  [17:06:30.327] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 240 structureChanged: false structureIsReused:: Completely Elapsed: 3.222442001104355ms
Info 886  [17:06:30.327] Different program with same set of files
Info 887  [17:06:30.381] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 888  [17:06:30.386] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 241 structureChanged: false structureIsReused:: Completely Elapsed: 5.102592997252941ms
Info 889  [17:06:30.386] Different program with same set of files
Info 890  [17:06:30.454] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 891  [17:06:30.456] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 242 structureChanged: false structureIsReused:: Completely Elapsed: 2.0064730010926723ms
Info 892  [17:06:30.456] Different program with same set of files
Info 893  [17:06:30.551] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 894  [17:06:30.553] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 243 structureChanged: false structureIsReused:: Completely Elapsed: 1.9517769999802113ms
Info 895  [17:06:30.553] Different program with same set of files
Info 896  [17:06:30.673] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 897  [17:06:30.675] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 244 structureChanged: false structureIsReused:: Completely Elapsed: 2.5395010001957417ms
Info 898  [17:06:30.675] Different program with same set of files
Info 899  [17:06:30.946] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 900  [17:06:30.949] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 245 structureChanged: false structureIsReused:: Completely Elapsed: 2.8275669999420643ms
Info 901  [17:06:30.949] Different program with same set of files
Info 902  [17:06:31.042] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 903  [17:06:31.045] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 246 structureChanged: false structureIsReused:: Completely Elapsed: 2.8707909993827343ms
Info 904  [17:06:31.045] Different program with same set of files
Info 905  [17:06:31.216] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 906  [17:06:31.221] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 247 structureChanged: false structureIsReused:: Completely Elapsed: 4.873633000999689ms
Info 907  [17:06:31.221] Different program with same set of files
Info 908  [17:06:31.388] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 909  [17:06:31.392] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 248 structureChanged: false structureIsReused:: Completely Elapsed: 3.5793850012123585ms
Info 910  [17:06:31.392] Different program with same set of files
Info 911  [17:06:31.441] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 912  [17:06:31.444] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 249 structureChanged: false structureIsReused:: Completely Elapsed: 3.665463000535965ms
Info 913  [17:06:31.444] Different program with same set of files
Info 914  [17:06:31.611] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 915  [17:06:31.614] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 250 structureChanged: false structureIsReused:: Completely Elapsed: 2.705696001648903ms
Info 916  [17:06:31.614] Different program with same set of files
Info 917  [17:06:31.748] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 918  [17:06:31.751] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 251 structureChanged: false structureIsReused:: Completely Elapsed: 2.6346990019083023ms
Info 919  [17:06:31.751] Different program with same set of files
Info 920  [17:06:31.996] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 921  [17:06:31.998] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 252 structureChanged: false structureIsReused:: Completely Elapsed: 2.2323919981718063ms
Info 922  [17:06:31.998] Different program with same set of files
Info 923  [17:06:32.060] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 924  [17:06:32.062] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 253 structureChanged: false structureIsReused:: Completely Elapsed: 2.3065700009465218ms
Info 925  [17:06:32.062] Different program with same set of files
Info 926  [17:06:32.360] getCompletionData: Get current token: 0.016940999776124954
Info 927  [17:06:32.360] getCompletionData: Is inside comment: 0.039683997631073
Info 928  [17:06:32.361] getCompletionData: Get previous token: 0.18293699994683266
Info 929  [17:06:32.361] getCompletionsAtPosition: isCompletionListBlocker: 0.005660999566316605
Info 930  [17:06:32.362] getCompletionData: Semantic work: 0.3216789998114109
Info 931  [17:06:32.363] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 1.4454209990799427
Info 932  [17:06:32.414] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 933  [17:06:32.418] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 254 structureChanged: false structureIsReused:: Completely Elapsed: 3.6469310000538826ms
Info 934  [17:06:32.418] Different program with same set of files
Info 935  [17:06:32.470] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 936  [17:06:32.472] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 255 structureChanged: false structureIsReused:: Completely Elapsed: 2.567432999610901ms
Info 937  [17:06:32.472] Different program with same set of files
Info 938  [17:06:32.578] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 939  [17:06:32.581] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 256 structureChanged: false structureIsReused:: Completely Elapsed: 2.446621999144554ms
Info 940  [17:06:32.581] Different program with same set of files
Info 941  [17:06:32.816] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 942  [17:06:32.818] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 257 structureChanged: false structureIsReused:: Completely Elapsed: 1.9057530015707016ms
Info 943  [17:06:32.818] Different program with same set of files
Info 944  [17:06:33.308] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 945  [17:06:33.312] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 258 structureChanged: false structureIsReused:: Completely Elapsed: 4.169319000095129ms
Info 946  [17:06:33.312] Different program with same set of files
Info 947  [17:06:34.192] Format host information updated
Info 948  [17:06:34.877] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 949  [17:06:34.881] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 259 structureChanged: false structureIsReused:: Completely Elapsed: 3.4114689975976944ms
Info 950  [17:06:34.881] Different program with same set of files
Info 951  [17:06:38.424] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 952  [17:06:38.429] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 260 structureChanged: false structureIsReused:: Completely Elapsed: 5.089382000267506ms
Info 953  [17:06:38.429] Different program with same set of files
Info 954  [17:06:38.994] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 955  [17:06:38.999] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 261 structureChanged: false structureIsReused:: Completely Elapsed: 5.372117999941111ms
Info 956  [17:06:38.999] Different program with same set of files
Info 957  [17:06:51.352] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 958  [17:06:51.356] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 262 structureChanged: false structureIsReused:: Completely Elapsed: 4.440502002835274ms
Info 959  [17:06:51.356] Different program with same set of files
Info 960  [17:06:52.119] Format host information updated
Info 961  [17:06:52.182] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 962  [17:06:52.186] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 263 structureChanged: false structureIsReused:: Completely Elapsed: 3.5251089967787266ms
Info 963  [17:06:52.186] Different program with same set of files
Info 964  [17:06:55.854] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
